#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-38C0CE71DCC7EEA3-36894F96905DCF6A
#datatype	hits Concise data(Superfamily only)
#status	0
#Start time	2012-05-24T16:59:24	Run time	0:12:57:43
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#15873 - >WHL22.57146.1	superfamily	211508	652	728	3.26626e-20	86.4988	cl09101	E_set superfamily	 - 	 - 
Q#15875 - >WHL22.77416.0	superfamily	192388	2	174	1.05099e-24	97.2024	cl10780	DUF2348 superfamily	N	 - 
Q#15876 - >WHL22.16001.5	superfamily	205643	433	457	0.000449871	38.1415	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15876 - >WHL22.16001.5	superfamily	205643	264	288	0.00182808	36.2155	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15876 - >WHL22.16001.5	superfamily	205643	293	317	0.00279501	35.8303	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15876 - >WHL22.16001.5	superfamily	205643	405	429	0.00406887	35.0599	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15876 - >WHL22.16001.5	superfamily	205643	323	345	0.00530987	35.0599	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15877 - >WHL22.178592.0	superfamily	207612	68	286	7.6607e-12	63.9884	cl02488	SPEC superfamily	 - 	 - 
Q#15877 - >WHL22.178592.0	superfamily	207612	507	616	0.00912026	36.6393	cl02488	SPEC superfamily	C	 - 
Q#15878 - >WHL22.256310.0	superfamily	206813	32	103	0.000304352	37.2071	cl00065	FN3 superfamily	 - 	 - 
Q#15879 - >WHL22.306170.2	superfamily	212291	740	868	2.69787e-25	103.464	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15880 - >WHL22.422977.0	superfamily	206959	34	538	0	673.453	cl00286	Motor_domain superfamily	C	 - 
Q#15881 - >WHL22.141621.4	superfamily	207660	11	82	1.19915e-09	54.9077	cl02586	RRM superfamily	 - 	 - 
Q#15881 - >WHL22.141621.4	superfamily	207660	106	177	8.48989e-09	52.5965	cl02586	RRM superfamily	 - 	 - 
Q#15881 - >WHL22.141621.4	superfamily	207660	331	402	1.24823e-07	49.1297	cl02586	RRM superfamily	 - 	 - 
Q#15882 - >WHL22.61303.0	superfamily	150680	129	314	7.42567e-60	203.349	cl12375	Dpy19 superfamily	C	 - 
Q#15883 - >WHL22.58485.0	superfamily	210054	109	169	4.79212e-22	86.0969	cl15255	SH2 superfamily	C	 - 
Q#15883 - >WHL22.58485.0	superfamily	210081	52	104	7.46024e-14	62.8432	cl15350	SH3 superfamily	 - 	 - 
Q#15884 - >WHL22.556629.1	superfamily	121124	236	465	2.09795e-52	179.228	cl02149	CDC73 superfamily	C	 - 
Q#15886 - >WHL22.91488.0	superfamily	206862	503	734	1.76124e-87	283.366	cl00149	Tryp_SPc superfamily	 - 	 - 
Q#15886 - >WHL22.91488.0	superfamily	206862	83	314	9.01386e-87	281.44	cl00149	Tryp_SPc superfamily	 - 	 - 
Q#15886 - >WHL22.91488.0	superfamily	198480	755	863	2.41212e-19	85.8846	cl00049	CUB superfamily	 - 	 - 
Q#15886 - >WHL22.91488.0	superfamily	198480	876	980	6.77503e-19	84.729	cl00049	CUB superfamily	 - 	 - 
Q#15886 - >WHL22.91488.0	superfamily	207597	366	482	1.8022e-16	77.547	cl02447	CRD_FZ superfamily	 - 	 - 
Q#15886 - >WHL22.91488.0	superfamily	198480	1002	1104	3.72901e-14	70.8618	cl00049	CUB superfamily	 - 	 - 
Q#15886 - >WHL22.91488.0	superfamily	207597	1	62	8.78603e-07	48.6571	cl02447	CRD_FZ superfamily	N	 - 
Q#15886 - >WHL22.91488.0	superfamily	206840	1120	1149	1.29313e-06	47.1288	cl00104	LDLa superfamily	 - 	 - 
Q#15886 - >WHL22.91488.0	superfamily	206840	335	364	2.52539e-05	43.2768	cl00104	LDLa superfamily	 - 	 - 
Q#15887 - >WHL22.118432.0	superfamily	210173	9	139	1.49759e-21	85.7893	cl15773	2OG-FeII_Oxy superfamily	C	 - 
Q#15888 - >WHL22.446232.1	superfamily	202474	2	221	1.1505e-31	117.37	cl08379	Neur_chan_memb superfamily	N	 - 
Q#15889 - >WHL22.642554.2	superfamily	212310	87	201	9.42504e-11	59.6911	cl11391	HAD_like superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	735	777	2.73761e-11	60.307	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	822	864	1.36975e-10	58.381	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	798	839	1.75908e-10	57.945	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	124	166	6.47268e-10	56.455	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	211	253	7.91628e-09	53.3734	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	188	227	1.64204e-08	52.167	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	494	535	2.69996e-08	51.7818	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	518	560	3.42351e-08	51.4475	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	438	473	1.34771e-07	49.5215	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	697	733	8.00124e-06	44.5139	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	254	295	0.000144607	40.6619	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	101	141	0.000367808	39.4554	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	209157	561	601	0.000587663	39.1211	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#15890 - >WHL22.101081.0	superfamily	206808	603	662	0.00349882	38.7461	cl00057	vWFA superfamily	N	 - 
Q#15891 - >WHL22.715246.0	superfamily	206862	122	257	3.34673e-40	141.227	cl00149	Tryp_SPc superfamily	C	 - 
Q#15891 - >WHL22.715246.0	superfamily	206840	74	102	0.00030612	37.4988	cl00104	LDLa superfamily	 - 	 - 
Q#15892 - >WHL22.559492.1	superfamily	206802	330	419	4.62533e-09	53.0472	cl00050	CYCLIN superfamily	 - 	 - 
Q#15893 - >WHL22.763998.0	superfamily	206894	91	238	3.81659e-83	247.529	cl00197	cyclophilin superfamily	 - 	 - 
Q#15895 - >WHL22.648498.0	superfamily	204497	4	292	7.07466e-22	92.0131	cl11123	Hap2_elong superfamily	 - 	 - 
Q#15896 - >WHL22.97644.2	superfamily	212291	209	410	6.87146e-13	67.345	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15896 - >WHL22.97644.2	superfamily	209876	35	114	0.00814048	35.389	cl14633	DD_superfamily superfamily	 - 	 - 
Q#15897 - >WHL22.339386.0	superfamily	201438	126	350	7.86923e-38	137.794	cl02965	Glyco_transf_29 superfamily	N	 - 
Q#15898 - >WHL22.584506.0	superfamily	206947	64	158	3.51084e-23	90.374	cl00273	PH-like superfamily	C	 - 
Q#15899 - >WHL22.721530.0	superfamily	176610	1	288	6.21202e-178	509.042	cl10023	POLBc superfamily	N	 - 
Q#15900 - >WHL22.53884.0	superfamily	206786	53	183	9.84989e-46	149.669	cl00019	Macro superfamily	 - 	 - 
Q#15901 - >WHL22.485390.3	superfamily	207631	346	470	4.52058e-36	134.824	cl02529	ANK superfamily	 - 	 - 
Q#15901 - >WHL22.485390.3	superfamily	209876	1169	1255	1.08841e-35	132.092	cl14633	DD_superfamily superfamily	 - 	 - 
Q#15901 - >WHL22.485390.3	superfamily	207631	412	536	9.51882e-31	119.416	cl02529	ANK superfamily	 - 	 - 
Q#15901 - >WHL22.485390.3	superfamily	212301	1	144	1.61202e-29	120.376	cl09925	PKc_like superfamily	N	 - 
Q#15901 - >WHL22.485390.3	superfamily	207631	247	405	2.38704e-29	115.564	cl02529	ANK superfamily	 - 	 - 
Q#15901 - >WHL22.485390.3	superfamily	212291	674	769	3.62001e-05	44.2492	cl09099	P-loop_NTPase superfamily	N	 - 
Q#15903 - >WHL22.661157.1	superfamily	206947	87	171	1.48673e-09	55.1971	cl00273	PH-like superfamily	 - 	 - 
Q#15903 - >WHL22.661157.1	superfamily	210054	447	518	2.31429e-06	45.7473	cl15255	SH2 superfamily	 - 	 - 
Q#15904 - >WHL22.339658.0	superfamily	211457	5	189	1.4118e-25	104.61	cl10012	DnaQ_like_exo superfamily	 - 	 - 
Q#15904 - >WHL22.339658.0	superfamily	207660	324	399	1.25551e-09	55.6781	cl02586	RRM superfamily	 - 	 - 
Q#15904 - >WHL22.339658.0	superfamily	207660	463	537	5.39076e-07	47.9741	cl02586	RRM superfamily	 - 	 - 
Q#15904 - >WHL22.339658.0	superfamily	207660	222	291	3.09312e-07	48.7068	cl02586	RRM superfamily	 - 	 - 
Q#15905 - >WHL22.569336.0	superfamily	206901	145	202	0.000869576	36.3529	cl00207	HMA superfamily	 - 	 - 
Q#15905 - >WHL22.569336.0	superfamily	207616	16	56	0.00436094	33.9661	cl02500	ARM superfamily	 - 	 - 
Q#15906 - >WHL22.727184.0	superfamily	210155	636	702	4.50379e-34	125.175	cl15755	SAM_superfamily superfamily	 - 	 - 
Q#15907 - >WHL22.522280.0	superfamily	206801	37	162	1.60223e-15	74.2856	cl00047	CAP_ED superfamily	 - 	 - 
Q#15909 - >WHL22.382111.0	superfamily	204972	361	441	2.09586e-14	70.0016	cl13959	TRAPPC10 superfamily	N	 - 
Q#15910 - >WHL22.478156.0	superfamily	212291	10	175	1.20248e-130	367.424	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15912 - >WHL22.748188.0	superfamily	207648	33	358	1.03598e-29	116.248	cl02567	WD40 superfamily	 - 	 - 
Q#15912 - >WHL22.748188.0	superfamily	207648	330	398	2.72666e-08	53.4604	cl02567	WD40 superfamily	C	 - 
Q#15914 - >WHL22.508767.0	superfamily	199167	165	354	2.51464e-05	45.272	cl15309	LRR_RI superfamily	 - 	 - 
Q#15915 - >WHL22.496011.1	superfamily	205643	216	241	0.000742032	36.9859	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15915 - >WHL22.496011.1	superfamily	205643	244	267	0.00151809	36.2155	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15915 - >WHL22.496011.1	superfamily	205643	300	325	0.00286401	35.4451	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#15916 - >WHL22.388846.0	superfamily	206787	37	218	2.20455e-102	297.996	cl00020	GAT_1 superfamily	 - 	 - 
Q#15917 - >WHL22.477031.0	superfamily	207803	343	639	8.23588e-57	199.943	cl02990	ASC superfamily	N	 - 
Q#15917 - >WHL22.477031.0	superfamily	207803	13	94	2.38854e-17	83.6131	cl02990	ASC superfamily	C	 - 
Q#15918 - >WHL22.420489.0	superfamily	212363	304	439	1.02169e-64	206.51	cl14603	C2 superfamily	 - 	 - 
Q#15918 - >WHL22.420489.0	superfamily	212363	167	293	1.64931e-62	200.269	cl14603	C2 superfamily	 - 	 - 
Q#15919 - >WHL22.593350.0	superfamily	128946	16	51	0.000933368	37.0929	cl02749	TECPR superfamily	 - 	 - 
Q#15921 - >WHL22.343111.0	superfamily	212291	96	288	2.31129e-51	170.033	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15922 - >WHL22.583993.0	superfamily	206813	155	247	3.71352e-13	64.5772	cl00065	FN3 superfamily	 - 	 - 
Q#15922 - >WHL22.583993.0	superfamily	206813	62	141	5.70872e-05	40.6739	cl00065	FN3 superfamily	 - 	 - 
Q#15924 - >WHL22.107309.0	superfamily	206827	143	199	6.39948e-19	78.8462	cl00084	homeodomain superfamily	 - 	 - 
Q#15925 - >WHL22.659665.1	superfamily	207631	19	136	9.52107e-25	96.3043	cl02529	ANK superfamily	 - 	 - 
Q#15925 - >WHL22.659665.1	superfamily	207631	78	201	7.40972e-23	91.2967	cl02529	ANK superfamily	 - 	 - 
Q#15925 - >WHL22.659665.1	superfamily	207633	237	278	3.93476e-11	56.6676	cl02533	SOCS superfamily	 - 	 - 
Q#15926 - >WHL22.183003.0	superfamily	207638	54	109	6.44386e-13	61.0221	cl02542	DnaJ superfamily	 - 	 - 
Q#15927 - >WHL22.569153.1	superfamily	152801	2	84	0.00299415	35.4424	cl13761	Casc1 superfamily	N	 - 
Q#15928 - >WHL22.733550.0	superfamily	206947	199	315	5.05263e-26	101.226	cl00273	PH-like superfamily	 - 	 - 
Q#15929 - >WHL22.675133.0	superfamily	126391	405	713	2.68677e-105	331.406	cl08267	ISOPREN_C2_like superfamily	 - 	 - 
Q#15929 - >WHL22.675133.0	superfamily	201082	193	284	2.26367e-31	119.206	cl08251	A2M superfamily	 - 	 - 
Q#15929 - >WHL22.675133.0	superfamily	203720	820	909	4.50058e-21	89.9149	cl08457	A2M_recep superfamily	 - 	 - 
Q#15929 - >WHL22.675133.0	superfamily	203733	1	74	5.33149e-15	73.3486	cl08460	A2M_N_2 superfamily	N	 - 
Q#15930 - >WHL22.302413.1	superfamily	212301	1	148	2.11267e-10	58.4021	cl09925	PKc_like superfamily	 - 	 - 
Q#15930 - >WHL22.302413.1	superfamily	202153	340	364	0.000184479	38.707	cl08342	WH2 superfamily	 - 	 - 
Q#15930 - >WHL22.302413.1	superfamily	212301	132	199	0.00333231	37.5582	cl09925	PKc_like superfamily	N	 - 
Q#15931 - >WHL22.125264.0	superfamily	212301	183	371	4.51894e-125	368.392	cl09925	PKc_like superfamily	 - 	 - 
Q#15933 - >WHL22.3020.2	superfamily	209463	349	590	2.50505e-36	136.201	cl12142	7tm_2 superfamily	 - 	 - 
Q#15933 - >WHL22.3020.2	superfamily	207643	297	340	1.75405e-12	63.1717	cl02559	GPS superfamily	 - 	 - 
Q#15934 - >WHL22.114536.1	superfamily	209002	53	210	3.2268e-14	67.7828	cl09232	YqaJ superfamily	 - 	 - 
Q#15937 - >WHL22.720614.0	superfamily	198684	64	119	6.33244e-36	127.477	cl02475	LIM superfamily	 - 	 - 
Q#15937 - >WHL22.720614.0	superfamily	198684	5	56	3.54323e-34	122.537	cl02475	LIM superfamily	 - 	 - 
Q#15937 - >WHL22.720614.0	superfamily	206827	233	291	5.43679e-18	78.0758	cl00084	homeodomain superfamily	 - 	 - 
Q#15938 - >WHL22.578655.0	superfamily	207741	185	402	4.90949e-77	253.29	cl02808	RT_like superfamily	 - 	 - 
Q#15938 - >WHL22.578655.0	superfamily	147520	417	577	9.93649e-52	180.258	cl05112	Peptidase_A17 superfamily	 - 	 - 
Q#15938 - >WHL22.578655.0	superfamily	207376	883	993	1.74909e-07	50.7684	cl01316	rve superfamily	 - 	 - 
Q#15939 - >WHL22.585655.0	superfamily	148462	2	41	2.29687e-10	57.0704	cl15571	Bin3 superfamily	N	 - 
Q#15940 - >WHL22.583412.0	superfamily	206886	103	185	9.71429e-08	48.7091	cl00187	Fascin superfamily	N	 - 
Q#15942 - >WHL22.150251.2	superfamily	206804	31	176	6.30698e-41	136.911	cl00053	PTPc superfamily	 - 	 - 
Q#15943 - >WHL22.119358.0	superfamily	208187	168	265	1.73864e-08	51.9846	cl04410	DFP superfamily	N	 - 
Q#15943 - >WHL22.119358.0	superfamily	208187	40	94	8.52793e-08	50.7561	cl04410	DFP superfamily	C	 - 
Q#15944 - >WHL22.213336.0	superfamily	206845	4	97	6.23853e-09	49.5844	cl00116	PDGF superfamily	 - 	 - 
Q#15945 - >WHL22.530550.1	superfamily	204256	2	94	4.42636e-09	56.7686	cl16010	CDC27 superfamily	C	 - 
Q#15945 - >WHL22.530550.1	superfamily	204256	301	353	0.000750224	40.205	cl16010	CDC27 superfamily	N	 - 
Q#15946 - >WHL22.377858.0	superfamily	206957	1	150	4.58215e-74	227.438	cl00283	ADP_ribosyl superfamily	N	 - 
Q#15947 - >WHL22.397.0	superfamily	194406	236	523	4.0015e-66	222.459	cl02666	KU superfamily	 - 	 - 
Q#15947 - >WHL22.397.0	superfamily	206808	6	165	1.78848e-20	90.7571	cl00057	vWFA superfamily	C	 - 
Q#15947 - >WHL22.397.0	superfamily	117355	585	706	5.06081e-29	112.834	cl07408	Ku_PK_bind superfamily	 - 	 - 
Q#15948 - >WHL22.627977.0	superfamily	150958	603	744	0.00303291	38.482	cl12384	YkyA superfamily	N	 - 
Q#15949 - >WHL22.43303.0	superfamily	199354	26	114	0.00315296	36.0717	cl00905	FlgH superfamily	C	 - 
Q#15950 - >WHL22.373828.0	superfamily	191888	214	317	0.00203371	38.6589	cl06784	DUF1672 superfamily	N	 - 
Q#15951 - >WHL22.68941.0	superfamily	111397	2	51	3.56295e-08	48.1063	cl03620	HYR superfamily	N	 - 
Q#15951 - >WHL22.68941.0	superfamily	111397	53	132	4.64072e-08	47.7211	cl03620	HYR superfamily	 - 	 - 
Q#15951 - >WHL22.68941.0	superfamily	111397	134	199	4.87157e-07	45.0247	cl03620	HYR superfamily	 - 	 - 
Q#15952 - >WHL22.391580.0	superfamily	209143	106	353	9.63054e-89	270.541	cl10459	Peptidases_S8_S53 superfamily	 - 	 - 
Q#15952 - >WHL22.391580.0	superfamily	203351	31	102	1.12965e-05	42.6771	cl05470	Inhibitor_I9 superfamily	 - 	 - 
Q#15953 - >WHL22.544273.0	superfamily	212190	148	433	4.36022e-55	187.796	cl00321	AAT_I superfamily	C	 - 
Q#15954 - >WHL22.535819.0	superfamily	207628	36	293	2.09029e-42	150.791	cl02523	Zona_pellucida superfamily	 - 	 - 
Q#15955 - >WHL22.52383.1	superfamily	207648	7	166	8.67785e-07	46.1416	cl02567	WD40 superfamily	N	 - 
Q#15956 - >WHL22.731889.0	superfamily	212184	44	187	4.8365e-76	227.795	cl00264	Ferritin_like superfamily	 - 	 - 
Q#15957 - >WHL22.160158.0	superfamily	209402	274	392	1.04124e-21	91.4647	cl11966	Rel-Spo_like superfamily	 - 	 - 
Q#15957 - >WHL22.160158.0	superfamily	202779	487	542	4.47476e-16	73.7671	cl04280	PAP_assoc superfamily	 - 	 - 
Q#15957 - >WHL22.160158.0	superfamily	199156	598	614	0.000997604	37.8189	cl15298	zf-CCHC superfamily	 - 	 - 
Q#15958 - >WHL22.193631.0	superfamily	207648	10	173	2.64265e-11	59.2384	cl02567	WD40 superfamily	NC	 - 
Q#15959 - >WHL22.577630.0	superfamily	212291	3	172	1.62987e-72	222.274	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15961 - >WHL22.316252.0	superfamily	149414	171	233	6.83561e-23	94.6458	cl07091	TRP_2 superfamily	 - 	 - 
Q#15961 - >WHL22.316252.0	superfamily	203839	408	584	0.00740222	38.8639	cl10691	PKD_channel superfamily	N	 - 
Q#15962 - >WHL22.530507.0	superfamily	206847	109	268	1.37475e-34	126.271	cl00120	PP2Cc superfamily	C	 - 
Q#15963 - >WHL22.565633.1	superfamily	212291	27	227	4.30412e-79	238.983	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15964 - >WHL22.405828.0	superfamily	207050	143	301	4.92619e-48	160.341	cl00447	Nudix_Hydrolase superfamily	 - 	 - 
Q#15965 - >WHL22.689148.0	superfamily	207643	223	273	6.46637e-14	64.331	cl02559	GPS superfamily	 - 	 - 
Q#15966 - >WHL22.500737.0	superfamily	206812	276	481	6.59565e-52	181.585	cl00064	ZnMc superfamily	 - 	 - 
Q#15966 - >WHL22.500737.0	superfamily	201861	106	191	1.6324e-23	97.7309	cl03265	Pep_M12B_propep superfamily	N	 - 
Q#15966 - >WHL22.500737.0	superfamily	199489	572	623	2.99888e-16	74.9335	cl15278	TSP_1 superfamily	 - 	 - 
Q#15967 - >WHL22.86853.0	superfamily	199045	31	56	0.00249828	34.5301	cl11592	zf-CCCH superfamily	 - 	 - 
Q#15968 - >WHL22.134333.2	superfamily	206947	82	196	6.04732e-33	120.798	cl00273	PH-like superfamily	 - 	 - 
Q#15968 - >WHL22.134333.2	superfamily	206854	1	36	6.06434e-06	45.1852	cl00136	Sec7 superfamily	N	 - 
Q#15969 - >WHL22.731774.0	superfamily	209104	240	276	6.77668e-10	57.2031	cl09941	EGF_CA superfamily	 - 	 - 
Q#15969 - >WHL22.731774.0	superfamily	206838	345	460	2.35109e-06	48.1526	cl00102	LamG superfamily	C	 - 
Q#15969 - >WHL22.731774.0	superfamily	206838	26	184	5.9975e-05	43.9154	cl00102	LamG superfamily	 - 	 - 
Q#15969 - >WHL22.731774.0	superfamily	206838	601	755	0.000355075	41.6042	cl00102	LamG superfamily	 - 	 - 
Q#15969 - >WHL22.731774.0	superfamily	206838	915	1021	0.000880792	40.4486	cl00102	LamG superfamily	N	 - 
Q#15971 - >WHL22.759516.0	superfamily	201395	184	216	0.000704568	38.5801	cl02928	TGFb_propeptide superfamily	N	 - 
Q#15973 - >WHL22.534802.1	superfamily	212291	22	180	1.40362e-110	315.412	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15974 - >WHL22.199148.0	superfamily	209133	1	120	2.60394e-26	101.537	cl10080	RPE65 superfamily	NC	 - 
Q#15976 - >WHL22.384271.0	superfamily	210202	6	335	1.41646e-05	45.2166	cl15802	Spore_permease superfamily	 - 	 - 
Q#15977 - >WHL22.417319.4	superfamily	212291	1324	1546	4.88242e-103	330.172	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15977 - >WHL22.417319.4	superfamily	212291	176	395	1.16623e-98	317.846	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#15979 - >WHL22.428340.0	superfamily	212291	28	198	3.44569e-46	165.725	cl09099	P-loop_NTPase superfamily	C	 - 
Q#15979 - >WHL22.428340.0	superfamily	212291	942	990	4.58023e-22	96.0034	cl09099	P-loop_NTPase superfamily	NC	 - 
Q#15980 - >WHL22.368522.4	superfamily	212301	1	190	3.52144e-49	163.845	cl09925	PKc_like superfamily	N	 - 
Q#15981 - >WHL22.401912.0	superfamily	198041	302	377	0.00115298	39.2667	cl15345	Sec63 superfamily	N	 - 
Q#15982 - >WHL22.745450.0	superfamily	201217	6	55	1.60919e-07	45.2092	cl08266	RCC1 superfamily	 - 	 - 
Q#15983 - >WHL22.327798.0	superfamily	212389	80	279	8.4176e-62	196.679	cl16911	AdoMet_MTases superfamily	 - 	 - 
Q#15984 - >WHL22.235683.1	superfamily	206862	39	273	8.74813e-83	256.787	cl00149	Tryp_SPc superfamily	 - 	 - 
Q#15984 - >WHL22.235683.1	superfamily	206840	286	322	3.41697e-05	41.1274	cl00104	LDLa superfamily	 - 	 - 
Q#15986 - >WHL22.171410.1	superfamily	212301	72	326	2.10546e-171	480.309	cl09925	PKc_like superfamily	 - 	 - 
Q#15987 - >WHL22.268154.0	superfamily	145533	110	210	2.6195e-45	157.14	cl03592	Ski_Sno superfamily	 - 	 - 
Q#15987 - >WHL22.268154.0	superfamily	198898	238	330	7.08323e-41	144.818	cl07406	c-SKI_SMAD_bind superfamily	 - 	 - 
Q#15988 - >WHL22.351219.0	superfamily	207596	476	627	2.35104e-67	218.553	cl02446	MATH superfamily	 - 	 - 
Q#15988 - >WHL22.351219.0	superfamily	210079	122	160	4.53543e-07	47.3894	cl15348	RING superfamily	 - 	 - 
Q#15988 - >WHL22.351219.0	superfamily	190233	258	315	1.40603e-06	46.2934	cl08341	zf-TRAF superfamily	 - 	 - 
Q#15988 - >WHL22.351219.0	superfamily	190233	204	245	0.000265567	39.3598	cl08341	zf-TRAF superfamily	C	 - 
Q#15989 - >WHL22.330181.0	superfamily	210162	1	170	2.25465e-34	123.054	cl15762	crotonase-like superfamily	 - 	 - 
Q#15990 - >WHL22.603796.2	superfamily	203729	686	844	0.00465145	38.7582	cl09440	7TMR-DISM_7TM superfamily	 - 	 - 
Q#15991 - >WHL22.680250.0	superfamily	212291	1	102	1.01532e-52	166.845	cl09099	P-loop_NTPase superfamily	N	 - 
Q#15992 - >WHL22.453507.1	superfamily	211462	54	533	6.09574e-109	339.213	cl12031	Esterase_lipase superfamily	 - 	 - 
Q#15993 - >WHL22.502762.0	superfamily	212291	4	142	3.86019e-06	43.6739	cl09099	P-loop_NTPase superfamily	C	 - 
Q#15994 - >WHL22.455172.0	superfamily	207631	59	180	1.55545e-26	104.008	cl02529	ANK superfamily	 - 	 - 
Q#15994 - >WHL22.455172.0	superfamily	207631	121	248	1.96159e-18	81.6667	cl02529	ANK superfamily	 - 	 - 
Q#15994 - >WHL22.455172.0	superfamily	207631	223	361	1.2564e-14	70.4959	cl02529	ANK superfamily	 - 	 - 
Q#15995 - >WHL22.57214.1	superfamily	199167	134	449	1.65357e-07	52.5908	cl15309	LRR_RI superfamily	 - 	 - 
Q#15995 - >WHL22.57214.1	superfamily	207660	626	685	1.28099e-06	46.7808	cl02586	RRM superfamily	C	 - 
Q#15995 - >WHL22.57214.1	superfamily	199167	1	197	0.000269038	42.5756	cl15309	LRR_RI superfamily	N	 - 
Q#15997 - >WHL22.259029.0	superfamily	206837	393	447	2.16619e-10	59.9063	cl00101	KU superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	207623	3059	3210	4.41624e-34	132.142	cl02516	VWD superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	201121	602	756	7.57118e-23	100.631	cl02830	Tyrosinase superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	208686	3253	3319	1.91423e-19	86.6759	cl07383	C8 superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	206838	15	202	6.04231e-12	67.0001	cl00102	LamG superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	2998	3055	3.22959e-07	50.495	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	2686	2740	6.68181e-07	49.7246	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1106	1160	1.62342e-06	48.569	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1515	1570	2.21669e-06	48.1838	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1636	1693	2.2072e-05	45.1022	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	2111	2167	2.55349e-05	45.1022	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1222	1276	4.66697e-05	44.3318	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1755	1811	0.000168698	42.4058	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	1280	1336	0.0002181	42.0206	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	201995	3330	3382	0.00023514	41.9553	cl15979	TIL superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	2570	2626	0.000671441	40.865	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	2452	2508	0.000746285	40.4798	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	2512	2567	0.000927208	40.4798	cl02515	VWC superfamily	 - 	 - 
Q#15997 - >WHL22.259029.0	superfamily	199384	2743	2800	0.00128046	39.7991	cl02515	VWC superfamily	 - 	 - 
